Nr,Kod stacji,Kod międzynarodowy,Nazwa stacji,"Stary Kod stacji (o ile inny od aktualnego)",Data uruchomienia,Data zamknięcia,Typ stacji,Typ obszaru,Rodzaj stacji,Województwo,Miejscowość,Adres,WGS84 φ N,WGS84 λ E
1064,WpWagrowLipo,PL0533A,"Wągrowiec, ul. Lipowa",WpWagrowiecPM10/10,2010-01-01,,tło,miejski,wolnostojący pobornik pyłu,WIELKOPOLSKIE,Wągrowiec,ul. Lipowa,52.815262,17.208381
1065,WpWKP003,PL0246A,WKPMscigniew,,2005-01-01,2010-10-31,tło,pozamiejski,kontenerowa stacjonarna,WIELKOPOLSKIE,Mścigniew,,51.894722,16.296944
1066,WpWKP008,,WKPKalisz-Nowy Swiat,,2004-04-01,2009-12-31,tło,miejski,kontenerowa stacjonarna,WIELKOPOLSKIE,Kalisz,ul. Nowy Swiat,-999,-999
1067,WpWKP009,,WKPPiotrkowice09,,2009-01-01,2014-01-01,tło,pozamiejski,kontenerowa stacjonarna,WIELKOPOLSKIE,Piotrkowice,,52.353806,18.345576
1068,WpWKP010,,WpWKPAdamów10,,2009-01-01,2014-12-18,tło,pozamiejski,kontenerowa stacjonarna,WIELKOPOLSKIE,Adamów,,52.153849,18.362573
1069,WpWrzesnia63346,,"Września, ul. Legii Wrzesińskiej 22",,2003-01-01,2005-12-31,tło,miejski,w budynku,WIELKOPOLSKIE,Września,ul. Legii Wrzesińskiej,-999,-999
1070,ZpGolGoleniowWSSE,,Goleniów,,1992-01-01,2005-01-01,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Goleniów,ul. Pocztowa 36,53.563500,14.833255
1071,ZpGryfGryfinoDO,PL0469A,Gryfino,,2004-01-01,2012-01-01,tło,miejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Gryfino,ul. Słowackiego,53.248333,14.493611
1072,ZpGryficeWSSE,,Gryfice,,1992-01-01,2003-12-31,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Gryfice,ul. 11 Listopada,53.912570,15.192900
1073,ZpGryfinoWSSE,,Gryfino_Flisacza,,1992-01-01,2003-12-31,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Gryfino,ul. Flisacza 6,53.261896,14.493203
1074,ZpGryfMarwiceDO,PL0314A,Marwice,,2008-01-01,2012-01-01,tło,pozamiejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Marwice,,53.165000,14.413889
1075,ZpGryfStokiDO,PL0470A,Stoki,,2004-01-01,2012-01-01,tło,pozamiejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Stoki,,52.946944,14.342222
1076,ZpKamKamienPWSSE,PL0471A,Kamień Pomorski,,1992-01-01,2010-01-01,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Kamień Pomorski,ul. Wolińska 7,53.961890,14.775140
1077,ZpKamSzpitalMOB,PL0815A,"Kamień Pomorski, ul. Szpitalna",,2021-12-21,2022-12-28,tło,miejski,mobilna,ZACHODNIOPOMORSKIE,Kamień Pomorski,Szpitalna 14,53.969714,14.776139
1078,ZpKolKasprowMOB,PL0802A,Kołobrzeg_KasprowiczaMOB,,2021-01-12,2021-12-21,tło,miejski,mobilna,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Jana Kasprowicza,54.182603,15.579936
1079,ZpKolKolobrzegWSSE,PL0472A,KołobrzegWSSE,,2004-02-24,2010-01-01,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Zdrojowa 3,54.183299,15.568399
1080,ZpKolobrzegWSSE_1,,KołobrzegWSSE_1,,1992-01-01,2003-09-18,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Rodziewiczówny 13a,54.184861,15.562999
1081,ZpKolobrzegWSSE_2,,KołobrzegWar,,1992-01-01,2003-12-31,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Waryńskiego,54.180105,15.572321
1082,ZpKolZolkiew,PL0702A,"Kołobrzeg, ul. Żółkiewskiego",,2018-01-01,,tło,miejski,wolnostojący pobornik pyłu,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Żółkiewskiego,54.179324,15.596342
1083,ZpKoszalinWSSE,PL0299A,Koszalin_Żwirowa,,2004-01-01,2010-01-01,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Koszalin,ul. Zwycięstwa 136,54.190258,16.196066
1084,ZpKoszArKraj,PL0298A,"Koszalin, ul. Armii Krajowej",ZpKoszalin005,2006-10-05,,komunikacyjna,miejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Koszalin,ul. Armii Krajowej,54.193986,16.172544
1085,ZpKoszChopin,PL0756A,"Koszalin, ul. Chopina",,2019-01-01,,tło,miejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Koszalin,ul. Chopina 42,54.194114,16.211672
1086,ZpKoszSpasow,PL0500A,"Koszalin, ul. Spasowskiego",ZpKoszalin006,2009-12-22,,tło,miejski,wolnostojący pobornik pyłu,ZACHODNIOPOMORSKIE,Koszalin,ul. Spasowskiego 2f,54.207151,16.193236
1087,ZpKoszWSSEMors,,KoszalinMorska,,1992-01-01,2004-01-01,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Koszalin,ul. Morska 43,54.199585,16.162706
1088,ZpKoszWSSEMtCas,,KoszalinMonteCasino,,1992-01-01,2003-10-31,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Koszalin,ul. Monte Casino 9,54.197191,16.188195
1089,ZpMysDebnoWSSE,,Dębno,,1992-01-01,2007-01-01,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Dębno,ul. Gorzowska 3,52.740653,14.713149
1090,ZpMyslMWSSE,,Myślibórz_Rynek,,1992-01-01,2003-12-31,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Myślibórz,ul. Rynek im. Jana Pawła II 1,52.924613,14.865751
1091,ZpMyslZaBram,PL0534A,"Myślibórz, ul. Za Bramką",ZpMysMysliborz007,2010-04-20,,tło,miejski,wolnostojący pobornik pyłu,ZACHODNIOPOMORSKIE,Myślibórz,ul. Za Bramką 8,52.926283,14.862809
1092,ZpMysMysliborzWSSE,,Myślibórz,,2004-01-01,2007-01-01,komunikacyjna,miejski,w budynku,ZACHODNIOPOMORSKIE,Myślibórz,ul. Piłsudskiego 12,52.916003,14.857194
1093,ZpPolczSolanMOB,PL0774A,Uzdrowisko_Połczyn-Zdrój,,2020-01-07,2020-12-31,tło,miejski,mobilna,ZACHODNIOPOMORSKIE,Połczyn-Zdrój,ul. Solankowa 8,53.755652,16.089278
1094,ZpPolczynZdrWSSE,,Połczyn,,1992-01-01,2003-09-27,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Połczyn-Zdrój,ul. Solankowa,53.766389,16.097500
1095,ZpPolPoliceWSSE,,Police,,1992-01-01,2007-01-01,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Police,ul. Siedlecka 2,53.546878,14.561364
1096,ZpStarLipnikDO,PL0473A,Lipnik,,2004-01-01,2012-01-01,tło,pozamiejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Lipnik,,53.341667,14.963889
1097,ZpStarStargardWSSE,PL0474A,Stargard Szczeciński,,1992-01-01,2010-01-01,komunikacyjna,miejski,w budynku,ZACHODNIOPOMORSKIE,Stargard Szczeciński,ul. Czarnieckiego 34,53.337415,15.039209
1098,ZpSwinMatejkMOB,PL0831A,"Świnoujście, ul. J. Matejki",,2022-12-28,2023-12-20,tło,miejski,mobilna,ZACHODNIOPOMORSKIE,Świnoujście,ul. J. Matejki,53.915675,14.246575
1099,ZpSwinoujscieWSSE,PL0475A,Świnoujście,,1992-01-01,2009-06-29,tło,miejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Świnoujście,ul. Żeromskiego 27,53.921851,14.239950
1100,ZpSzcStorkowoDO,PL0313A,Storkowo,,2008-01-01,2012-01-01,tło,pozamiejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Storkowo,ul. Storkowo,53.779722,16.497222
1101,ZpSzcSzczecinek009,PL0536A,Szczecinek_Artyleryjska,,2010-01-01,2015-01-01,tło,miejski,wolnostojący pobornik pyłu,ZACHODNIOPOMORSKIE,Szczecinek,ul. Artyleryjska 9,53.701978,16.707069
1102,ZpSzcSzczecinekPSSE,PL0300A,Szczecinek_PSSE,,2007-01-01,2010-01-01,tło,miejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Szczecinek,ul. Artyleryjska 9,53.701978,16.706069
1103,ZpSzcSzczecinekWSSE,,Szczecinek,,1992-01-01,2005-01-01,tło,miejski,w budynku,ZACHODNIOPOMORSKIE,Szczecinek,ul. 28 Lutego,53.700083,16.701065
1104,ZpSzczAndrze,PL0248A,"Szczecin, ul. Andrzejewskiego","ZpSzczecin001, ZpSzczAndr01",2004-12-31,,tło,miejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Szczecin,ul. Andrzejewskiego 23,53.380975,14.663347
1105,ZpSzczBudzWosMOB,PL0715A,Szczecin_Budzysza Wosia,,2019-03-04,2020-01-02,tło,miejski,mobilna,ZACHODNIOPOMORSKIE,Szczecin,ul. Budzysza Wosia,53.446761,14.507294
1106,ZpSzczec1Maj,PL0535A,"Szczecinek, ul. 1 Maja",ZpSzcSzczecinek008,2009-12-11,,tło,miejski,wolnostojący pobornik pyłu,ZACHODNIOPOMORSKIE,Szczecinek,ul. 1 Maja 22,53.712114,16.692517
1107,ZpSzczecinDO,PL0486A,Szczecin_Żółkiewskiego,,2009-01-01,2012-01-01,komunikacyjna,miejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Szczecin,ul. Żółkiewskiego 12a,53.428815,14.532333
1108,ZpSzczecinLukasza,,Szczecin_Łukasza,,2002-12-31,2005-01-01,tło,miejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Szczecin,ul. Św. Łukasza 7,53.443477,14.552232
1109,ZpSzczecinWSSE,PL0183A,Szczecin_WojskaPolskiego,,1992-01-01,2010-01-01,tło,miejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Szczecin,ul. Wincentego Pola 6,53.450780,14.514745
1110,ZpSzczecPrze,PL0574A,"Szczecinek, ul. Przemysłowa",ZpSzcSzczecinek010,2011-01-01,,przemysłowa,miejski,kontenerowa stacjonarna,ZACHODNIOPOMORSKIE,Szczecinek,ul. Przemysłowa 5,53.698902,16.704556
